Company,Job_title,Location,Salary,Skill,Job_Desc,Links
MIRALAND,Admin Tax,"Kuta Selatan, Badung, Bali, Indonesia","Rp3,2jt-Rp4jt","Akuntansi, Advanced Microsoft Excel, Menguasai Perpajakan","Pendidikan Minimal D4/S1 Akutansi/Perpajakan, Pengalaman kerja di bidang perpajakan minimal 1 tahun.",https://glints.com/id/opportunities/jobs/admin-tax/8f04c579-728a-4fde-be93-3b80fdd4811e?utm_referrer=explore
PT Swakarya Insan Mandiri,Hospital Admissions Excellent English Communication,"Kembangan, Jakarta Barat, DKI Jakarta, Indonesia","Rp4,9jt-Rp5,1jt",,"Patient Registration: Registering and admitting new patients to the healthcare facility. This includes collecting and verifying patient information, such as name, address, date of birth, contact details, and insurance information., Medical Information Collection: Gathering essential medical information, including prior medical history, allergies, and current medical conditions. This information is vital for proper patient care and treatment planning., Identity Verification: Ensuring the accurate identification of patients by checking official identification documents to prevent errors in patient care., Coordination with Medical Team: Collaborating with medical staff, nurses, and doctors to ensure patients are directed to the appropriate departments or units for their care., Document Administration: Managing administrative documents, such as admission forms, medical consent forms, and insurance documentation. Ensuring these documents are completed accurately and in compliance with hospital policies., Financial Verification: Verifying patients' insurance coverage, collecting co-payments, and providing information regarding treatment costs and payment options., Customer Service: Providing excellent customer service to patients and their families, addressing inquiries, and offering assistance during the admission process., Scheduling: Coordinating and scheduling patient appointments, tests, or procedures as necessary., Collaboration with Financial and Insurance Entities: Coordinating with the hospital's financial department, insurance companies, and financial institutions as required to secure payment for medical services., Privacy and Compliance: Ensuring that patient information is handled and maintained in compliance with healthcare privacy regulations and hospital policies., Record Keeping: Maintaining electronic and physical patient records, keeping accurate and up-to-date information for reference and future use.",https://glints.com/id/opportunities/jobs/hospital-admissions-excellent-english-communication/2d59f98d-2337-451a-8ca6-28918eba4dbe?utm_referrer=explore
MyRepublic Jawa Timur,Account Executive Banyuwangi MyRepublic,"Banyuwangi, Banyuwangi, Jawa Timur, Indonesia","Rp1,9jt","Marketing Communications, Sales, Good Communication Skills",,https://glints.com/id/opportunities/jobs/account-executive-banyuwangi-myrepublic/87f5069a-8022-4a9b-9169-fe8ec37f1b23?utm_referrer=explore
PT Rajawali Berdikari Indonesia,Contact Center Agent,"Kapanewon Mlati, Sleman, DI Yogyakarta, Indonesia","Rp2jt-Rp2,5jt",,"Menangani pertanyaan dan permasalahan pelanggan., Membantu menyelesaikan masalah yang dihadapi pelanggan., Menjaga CSAT dan AHT, sesuai dengan target SLA., berkoordinasi dengan team terkait, untuk menyelesaikan masalah pelanggan.",https://glints.com/id/opportunities/jobs/contact-center-agent/c9759b13-7de8-402f-b41e-e6b95cf356e6?utm_referrer=explore
The Voletta Studio,Florist Assistant,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",,"Customer Service, Customer Relations, Floral Designer, Social Media, Floral decorator, Florist Assistant","Memiliki ketertarikan dengan ilmu floral arrangement (merangkai bunga), Social media enthusiast dan memahami tren terutama di platform Instagram & Tiktok, Mampu bekerja sama dalam tim dan di bawah tekanan, Memiliki inisiatif dan kreativitas yang tinggi, Pendidikan minimal SMA/sederajat, Memiliki pengalaman/pengetahuan di bidang floral industry merupakan nilai tambah, Jika tidak memiliki pengalaman merangkai bunga, perusahaan akan memberikan pelatihan intensif, Domisili daerah Tanjung Duren, Jakarta Barat, atau sekitarnya diutamakan",https://glints.com/id/opportunities/jobs/florist-assistant/de4719c4-6239-4e9a-be94-2b792ba23bb0?utm_referrer=explore
PT Wadah Arta Agung,DRAFTER INTERNSHIP / MAGANG DRAFTER,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/drafter-internship-magang-drafter/a9eff1f2-281f-49a5-b7de-0571ce8458f7?utm_referrer=explore
Karisma Jaya Vapor,Multimedia,"Denpasar Barat, Denpasar, Bali, Indonesia",,,"Fasih menggunakan media sosial, Mengerti platform online shop, Mengerti design (Canva, Coreldraw, Photoshop, dll), Bisa editing video (VN, Capcut, dll), Kreatif, Pria / Wanita, Usia maksimal 26 tahun, Belum menikah",https://glints.com/id/opportunities/jobs/multimedia/e02fedcd-cbee-4ee2-83f1-ed28a70d0721?utm_referrer=explore
Karisma Jaya Vapor,Vaporista,"Denpasar Barat, Denpasar, Bali, Indonesia",,"Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan, Berkomunikasi Dengan Baik, Vape Reviewer","Pria / Wanita, Belum menikah, Kerja sistem shift, Max 26 tahun, Bisa bekerjasama dengan team, Jujur, disiplin, bertanggung jawab, Paham tentang vape",https://glints.com/id/opportunities/jobs/vaporista/51230531-ad84-4814-b6b4-53addfcc8986?utm_referrer=explore
LAWSON INDONESIA (PT. LANCAR WIGUNA SEJAHTERA),Recruitment Specialist Internship,"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia",,"Recruitment & Selection, Interviewing Skills, Good Communication Skills","Pria, Pendidikan S1 Jurusan Psikologi, Mahasiswa semester akhir atau fresh graduate, Mampu mengadministrasikan serta melakukan skoring psikotes, Mampu mengoperasikan Ms. Office (Word, Excel, Power Point), Memiliki SIM A & SIM C, Bersedia ditempatkan di Yogyakarta.",https://glints.com/id/opportunities/jobs/recruitment-specialist-internship/0711fe25-c374-4cb7-b10c-d1ad2aa5b304?utm_referrer=explore
PT Merkle Inovasi Teknologi,Business Analyst,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp550rb-Rp550rb,,,https://glints.com/id/opportunities/jobs/business-analyst/81889eb7-b364-4702-a73c-81995d96b432?utm_referrer=explore
LAWSON INDONESIA (PT. LANCAR WIGUNA SEJAHTERA),Inventory Control Support,"Kapanewon Sewon, Bantul, DI Yogyakarta, Indonesia",,"Detailed Oriented, Statistical Data Analysis, Good Communication Skills","Pria, Usia 20 - 27 tahun, Terbuka untuk fresh graduate, tetapi berpengalaman diutamakan, Detail oriented & good communication, Bersedia bekerja di lapangan dengan mobilitas tinggi, Memiliki SIM A & C, Penempatan di area D.I.Y & Jawa Tengah.",https://glints.com/id/opportunities/jobs/inventory-control-support/dbb8a524-fc0c-44b6-9255-4f33f783ca77?utm_referrer=explore
PT. Artha Kreasi Utama,Kurir Rider dan Driver,"Cilegon, Cilegon, Banten, Indonesia",Rp105rb-Rp110rb,,,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver/5bd14be8-51b0-482f-b856-36ee4b8b9ff4?utm_referrer=explore
PT Tata Bisnis Solusi,Team Leader for Project,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia","Rp5jt-Rp7,2jt",,,https://glints.com/id/opportunities/jobs/team-leader-for-project/53285c8c-255a-4761-b2ad-b67858b4eb9b?utm_referrer=explore
Make Scents,FREELANCE BAZAAR SALES - ICE BSD,"Serpong, Tangerang Selatan, Banten, Indonesia",,"Bazaar coordinator, Bazaar Division Coordinator, Sales, Retail Sales, Sales Marketing",,https://glints.com/id/opportunities/jobs/freelance-bazaar-sales-ice-bsd/64ca455f-6607-4d6a-920c-d57ae60724cb?utm_referrer=explore
Pt Baraka Sarana Tama,STAFF PERSONALIA,"Tallo, Makassar, Sulawesi Selatan, Indonesia",,"Recruitment & Selection, Management, Analytical Skills, Human Resource Management, Good Communication Skills","Laki-laki, usia maksimal 30 tahun, Pendidikan minimal S1 semua jurusan (diutamakan Psikologi/ Ekonomi - Manajemen SDM / Hukum), Diutamakan berpengalaman sebagai Personalia/HRD minimal 1 tahun., Mahir mengoperasikan program minimal Microsoft Office / Google Workspace, Memiliki tanggung jawab, loyalitas, jujur dan disiplin, serta siap bekerja lembur (longshift), Memiliki pemahaman Manajemen Logistik Bisnis, Bersedia melakukan perjalanan dinas, Bersedia penempatan di cabang Makassar PT. Baraka Sarana Tama.",https://glints.com/id/opportunities/jobs/staff-personalia/41c72da6-7bef-4fcc-a4f2-9acb36cbbebe?utm_referrer=explore
Solusi Senyum Indonesia,Dental Assistant (Intraoral Scan Specialist),"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia",,,"Bekerja sebagai operator scanner, Bersedia mobile ke klinik mitra, Menyelesaikan administrasi terkait kebutuhan scan (APD, travel budget, dll), Scan dengan target pasien (monthly)",https://glints.com/id/opportunities/jobs/dental-assistant-intraoral-scan-specialist/7bb1cad9-ad3d-4881-a6c0-cacc97a942e0?utm_referrer=explore
PT. Artha Kreasi Utama,Sales B2B,"Wonocolo, Surabaya, Jawa Timur, Indonesia","Rp3,6jt","Microsoft Excel, Management, B2b Sales","Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-b2b/187c829b-d50f-4d08-bda8-413490a8bdd2?utm_referrer=explore
PT. Artha Kreasi Utama,Sales B2B,"Wonocolo, Surabaya, Jawa Timur, Indonesia","Rp3,6jt",,"Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-b2b/187c829b-d50f-4d08-bda8-413490a8bdd2?utm_referrer=explore
Rumah Sakit Umum USADA,Accounting,"Taman, Sidoarjo, Jawa Timur, Indonesia",,"Apoteker Penanggungjawab, Apoteker, S1 Farmasi + Apoteker","Perempuan, Diutamakan S1 Akuntansi, Usia Maksimal 35 Tahun, Disipin dan Bertanggung Jawab, Mampu Bekerja Secara Tim",https://glints.com/id/opportunities/jobs/accounting/d209b7cf-fdda-477f-b4ea-5bd2345e0445?utm_referrer=explore
Rumah Sakit Umum USADA,Apoteker,"Taman, Sidoarjo, Jawa Timur, Indonesia",,,"Pria/Wanita, Strata 1 Farmasi dan Profesi Apoteker (Diutamakan fresh graduated), Meiliki STRA Aktif",https://glints.com/id/opportunities/jobs/apoteker/aea8768e-8dff-421d-b273-f85ad3831d92?utm_referrer=explore
PT. Artha Kreasi Utama,Kurir Rider dan Driver Bekasi,"Pondok Gede, Bekasi, Jawa Barat, Indonesia",Rp100rb-Rp105rb,,,https://glints.com/id/opportunities/jobs/kurir-rider-dan-driver-bekasi/e401bf1a-5615-4a46-8147-f3cfda52d423?utm_referrer=explore
PT Equityworld,assistant manager,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/assistant-manager/c125c9f6-0db5-4f9e-baec-c46cd1d6cbed?utm_referrer=explore
PT VPlus Platinum 8 Indonesia,Recruitment Assistant Intern (Jakarta Area),"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",,"Recruitment & Selection, End To End Recruitment, Recruitment, Administration",,https://glints.com/id/opportunities/jobs/recruitment-assistant-intern-jakarta-area/ee0e0200-9471-454d-ae80-e6d9d2235aa6?utm_referrer=explore
PT Garuda Metal Utama,Internship Maintenance - IoT,"Cibitung, Bekasi, Jawa Barat, Indonesia",,"Internet of Things (IoT), PLC, Gravana, Computer Networking, Raspberry, IoT projects, Visual Control, Micro Controller","PLC, Micro Controller Program (Dwino, Raspberry), Gravana App or similar applications, Computer network systems and mini servers, Application system for IOT implementation (Visual Control Data)",https://glints.com/id/opportunities/jobs/internship-maintenance-iot/843c9e7e-b0e7-4dcc-be2e-da8afa0e31b9?utm_referrer=explore
PT Kartika Bali Sejati,Sopir,"Kuta, Badung, Bali, Indonesia",,"Problem Solving, Berkomunikasi Dengan Baik, Driver","Mengemudikan kendaraan dengan aman dan bertanggung jawab., Mengantarkan barang atau karyawan ke tujuan sesuai dengan rute yang ditentukan., Memastikan kondisi kendaraan dalam keadaan baik dan melakukan perawatan rutin., Mematuhi peraturan lalu lintas dan menjaga keamanan selama perjalanan.",https://glints.com/id/opportunities/jobs/sopir/2679ea9a-02cc-4b77-9905-f974622b7b0d?utm_referrer=explore
PT Cilia Prisma Utama Makmur,Marketing Executive  - Banten,"Serang, Serang, Banten, Indonesia","Rp4,5jt-Rp5jt","Penjualan Dan Pemasaran, Sales, Sales Marketing","Posisi ini juga berlaku bagi Marketing Executive, Sales Representative, Business Development Officer dan Account Executive, Membuka pasar dan mencari pelanggan baru di pasar traditional, retail dan pareto, Bertanggung jawab atas mencapai target penjualan dan kunjungan yang telah ditetapkan perusahaan, Menjaga hubungan baik dengan pelanggan, Memastikan proses penjualan berjalan dengan lancar, Bertanggung jawab atas penagihan terhadap pelanggan, Membuat laporan harian, mingguan dan bulanan, Bersedia ditempatkan area Serang dan Tangerang",https://glints.com/id/opportunities/jobs/marketing-executive-banten/fa5ab68b-8796-4244-b6fe-25db9757317f?utm_referrer=explore
PT Sumber Trijaya Lestari (Aksesmu),Backend Developer,"Pinang, Tangerang, Banten, Indonesia",,"Mysql Database, BECKEND WEBSITE DEVELOPER, Golang Backend",,https://glints.com/id/opportunities/jobs/backend-developer/a5fde188-475f-4840-8337-dd77d4ea07eb?utm_referrer=explore
PT Venus Indo Prima,Host Live Streaming,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Rp3jt-Rp4jt,"Komunikatif, Persuasive, Sales",,https://glints.com/id/opportunities/jobs/host-live-streaming/6b86442c-469a-4714-b4c4-8d271aeb8c8f?utm_referrer=explore
JD Agency,Assistant Head of Operational Manager,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,,"Menghandle/Membantu pekerjaan Head Operational Manager (data-data, excel, word, etc), Menggantikan untuk mengurus/bertemu dengan client atau tamu VVIP, Mengatur dan memastikan semua pekerjaan All Crew sudah berjalan dengan baik dan lancar, As a Assistant",https://glints.com/id/opportunities/jobs/assistant-head-of-operational-manager/7c1e19f5-42d1-44d6-a371-a7a9900cc8f1?utm_referrer=explore
SocioDigitals,Admin Marketplace & Host Live,"Gubeng, Surabaya, Jawa Timur, Indonesia","Rp1jt-Rp1,5jt","Social Media Marketing, Host Live Steam, Administration",,https://glints.com/id/opportunities/jobs/admin-marketplace-and-host-live/b3be5337-2b53-4863-82a7-022f54ded82f?utm_referrer=explore
Apotek Saditan,Apoteker,"Brebes, Brebes, Jawa Tengah, Indonesia","Rp2,7jt-Rp4,5jt",,"Meracik dan membagikan obat-obatan seperti yang diresepkan oleh dokter., Menyarankan penggunaan obat, dan memberi informasi potensi efek samping kepada pelanggan., Melakukan pemeriksaan kesehatan dan pelayanan medis lainnya, seperti tensi darah, mengukur suhu, dan pemeriksaan kadar gula darah., Melengkapi persyaratan operasional apotek seperti memverifikasi jumlah pesanan, menyimpan catatan persediaan obat dan biaya pembelian serta memindahkan obat yang sudah kadaluarsa atau rusak dari persediaan apotek., Melakukan tugas administrasi lainnya jika diperlukan.",https://glints.com/id/opportunities/jobs/apoteker/8ad053a9-1ae8-403c-978f-d5291dd0a113?utm_referrer=explore
PT Sigma Digital Nusantara,Advertiser Facebook Ads,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia",,"Advertising Campaigns, Facebook Advertising, Digital Advertising, Facebook Ads, Marketing Campaign, Advertising","Memahami cara kerja, trend, dan algoritma marketing di facebook ads, Pernah mengiklankan produk di Facebook menggunakan FB Ads, Mampu menganalisis data audience dan optimalisasi campaign",https://glints.com/id/opportunities/jobs/advertiser-facebook-ads/d8c01fd1-efd6-4c9c-9b19-a66465535b18?utm_referrer=explore
The Best Kaynd,Host Live Streamer,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",,,"Conduct Tiktok / Instagram Live Streaming, Plan and create Tiktok Contents, Work from office 5 times / week, (Based in Kelapa Gading, Jakarta Utara)",https://glints.com/id/opportunities/jobs/host-live-streamer/4d0cfa98-16c7-42f4-8245-c280af6b5b43?utm_referrer=explore
Pt Tiga Naga Securindo,Kurir Barang,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia","Rp2,4jt",,,https://glints.com/id/opportunities/jobs/kurir-barang/8e934396-0b01-46d8-868d-a60270548a41?utm_referrer=explore
Perfect Gift ID,Florist (Perangkai Bunga),"Cakung, Jakarta Timur, DKI Jakarta, Indonesia",,,"Membuat buket bunga, Membantu proses pembuatan hampers",https://glints.com/id/opportunities/jobs/florist-perangkai-bunga/f1adb38d-2c1f-41c5-a643-04b99905e81b?utm_referrer=explore
PT. Pandu Inovasi Investama,Drafter & Estimator,"Kramatjati, Jakarta Timur, DKI Jakarta, Indonesia",Rp4jt-Rp4jt,,,https://glints.com/id/opportunities/jobs/drafter-and-estimator/d1571fdc-b330-4959-b3d3-1fb39444e27b?utm_referrer=explore
I-dac Indonesia,Media Planner Intern,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia",,,,https://glints.com/id/opportunities/jobs/media-planner-intern/04034e8f-b34b-4aee-9eae-542008ebdd36?utm_referrer=explore
CITRANET (PT Jembatan Citra Nusantara),Teknisi Jaringan Fiber Optic,"Purwokerto Selatan, Banyumas, Jawa Tengah, Indonesia",,,"Memahami end to end proses instalasi jaringan wireless dan fiber optic, Berani untuk memanjat selama proses instalasi, Melakukan komunikasi yang baik terhadap pelanggan selama  proses instalasi, Melakukan konfigurasi awal untuk pemasangan jaringan",https://glints.com/id/opportunities/jobs/teknisi-jaringan-fiber-optic/8ff0231e-19fc-4d05-99f8-06883b3f65d4?utm_referrer=explore
CITRANET (PT Jembatan Citra Nusantara),Account Executive,"Kartasura, Sukoharjo, Jawa Tengah, Indonesia","Rp2,5jt-Rp3jt",,"Menawarkan produk-produk layanan kepada orang-orang, Memperluas jaringan dan mencari klien baru, Membangun kepercayaan dan melakukan follow up kepada klien agar mau untuk terus bekerja sama dengan perusahaan, Menjaga kepuasan pelanggan, Menangani keluhan dan melakukan follow up untuk tindak lanjutnya ke tim",https://glints.com/id/opportunities/jobs/account-executive/f61739fe-6f39-4df6-83c4-4419bcc2f49d?utm_referrer=explore
