Job Title,Company,Location,Work Type,Study Requirement,Experience,Skill,Salary,Link
Editor Content Creator,the social linked,"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Piping and Instrumentation Drawing (P&ID),N/A,https://glints.com/id/opportunities/jobs/editor-content-creator/8d8f923d-2cdf-4a67-a4f5-641aa8dd595f?utm_referrer=explore
Staff Marketing,PT Gemilang Investa Pratama,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Supervisor,N/A,https://glints.com/id/opportunities/jobs/staff-marketing/66884995-9388-4624-bf28-b54ae27b2251?utm_referrer=explore
Marketing Associate,NoLimit Indonesia,"Sukajadi, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Reporting,N/A,https://glints.com/id/opportunities/jobs/marketing-associate/b2c8ce40-14fc-49ff-a523-8cc6b9f840ba?utm_referrer=explore
Host Hostes,Cafe Batavia,"Taman Sari, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Photo & Video Editing,N/A,https://glints.com/id/opportunities/jobs/host-hostes/6dd056a0-e466-443b-984a-ac293b858554?utm_referrer=explore
Marketing Communication Officer,SS Group,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Berpenampilan Menarik,N/A,https://glints.com/id/opportunities/jobs/marketing-communication-officer/b5b68bc2-8790-47a7-8b36-c0b92ccf4020?utm_referrer=explore
Helper Rigging Lifting,PT Karya Usaha Baru,"Paciran, Kab. Lamongan, Jawa Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Negotiation Skill,N/A,https://glints.com/id/opportunities/jobs/helper-rigging-lifting/9d586a25-f3ee-4b15-9b39-f8e0ed9392e1?utm_referrer=explore
Branding & Development,PT Tri Kerta Interindo,"Benda, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal Sarjana (S1),usia maksimal 40 tahun,Outgoing Personality,N/A,https://glints.com/id/opportunities/jobs/branding-and-development/69f838ef-ac04-4df1-b2bd-b3a31f6aafc8?utm_referrer=explore
MARKETING ADVISOR BALIKPAPAN,PT Fajar Lestari Sejati,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Marketing Communication,N/A,https://glints.com/id/opportunities/jobs/marketing-advisor-balikpapan/b64425b5-62b6-4509-a68c-ee0d59d8cf90?utm_referrer=explore
Cook ( Masak ),Antawali Kitchen,"Ubud, Kab. Gianyar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memiliki Sim A,N/A,https://glints.com/id/opportunities/jobs/cook-masak/92601f36-c6a3-4274-b0ff-9c870a271dc2?utm_referrer=explore
Restaurant Manager (EXPAT),PT. Shan Restaurant Bali,"Kuta, Kab. Badung, Bali, Indonesia",Penuh Waktu,Minimal Magister (S2),Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/restaurant-manager-expat/dedb6ead-c097-4ff2-8189-9d94510d4685?utm_referrer=explore
Credit Marketing Officer,PT Manu ,"Duren Sawit, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,3 – 5 tahun,branding Marketing promotion and management,N/A,https://glints.com/id/opportunities/jobs/credit-marketing-officer/5413e14e-4293-4ca9-869f-1989b7916529?utm_referrer=explore
Tax Staff,PT Trust Certified International,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/tax-staff/9afc2c2a-ca79-4da1-bfdc-f12fac2c24a1?utm_referrer=explore
Desain Grafis,Herbiglow,"Cikarang Timur, Kab. Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing Advisor,N/A,https://glints.com/id/opportunities/jobs/desain-grafis/6b7ed004-f57d-4bc3-b475-2c061164ebcf?utm_referrer=explore
Host Live Streaming,PT Chuchu Teknologi Indonesia ,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Bisa Memasak,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming/b1a5f32b-cabf-4344-bf3b-0b82346e5c42?utm_referrer=explore
Marketing Intern (Jakarta Area),PT VPlus Platinum 8 Indonesia,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Sales Marketing,"Rp250rb-Rp2,5jt",https://glints.com/id/opportunities/jobs/marketing-intern-jakarta-area/c75b85ea-8f91-471a-be91-9e68172414d6?utm_referrer=explore
Sales Consultant,Auto2000 Kramatjati,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Target Oriented,Rp4jt-Rp7jt,https://glints.com/id/opportunities/jobs/sales-consultant/2b61ceee-6d7d-482b-9395-866a31aae95e?utm_referrer=explore
Sales Assistant,Auto2000 Kramatjati,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Target Oriented,Rp400rb,https://glints.com/id/opportunities/jobs/sales-assistant/840b5ce6-f87f-4b4e-826f-e64ab59ece20?utm_referrer=explore
Sopir Taxi,PT.Bluebird Group ,"Ciracas, Jakarta Timur, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Melayani Pelanggan,Rp1jt-Rp2jt,https://glints.com/id/opportunities/jobs/sopir-taxi/93b2c32b-8b52-435b-8b71-cabaee1bd02d?utm_referrer=explore
Baker (produksi),CV Mitra Adhiska Grup,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Pastry and bakery,N/A,https://glints.com/id/opportunities/jobs/baker-produksi/877d33eb-4cc3-4093-b26b-a694c47e3529?utm_referrer=explore
Driver,CV Mitra Adhiska Grup,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Driver,N/A,https://glints.com/id/opportunities/jobs/driver/7ec578d8-d49c-457d-b33e-bc09f0552c0d?utm_referrer=explore
Marketing,CV Mitra Adhiska Grup,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Good Communication Skills,N/A,https://glints.com/id/opportunities/jobs/marketing/9dc1dde2-6f00-4d1b-90d7-7f90f21dd1a1?utm_referrer=explore
Sales Counter(Bandung),Hyundai Gowa Jawa Barat,"Bandung Wetan, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Social Media Marketing,N/A,https://glints.com/id/opportunities/jobs/sales-counterbandung/52d0e777-9f25-4309-90c1-f59d10e78015?utm_referrer=explore
Sales Executive (Tasikmalaya),Hyundai Gowa Jawa Barat,"Cihideung, Tasikmalaya, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/sales-executive-tasikmalaya/429babb2-0cdc-420b-9770-273312ed0af9?utm_referrer=explore
Sales Executive (Padalarang),Hyundai Gowa Jawa Barat,"Padalarang, Bandung Barat, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/sales-executive-padalarang/1d2f8d11-c62a-4153-b49e-d0f8c8eae2eb?utm_referrer=explore
Sales Executive (Garut),Hyundai Gowa Jawa Barat,"Tarogong Kidul, Garut, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/sales-executive-garut/7e4c573a-6783-4cbb-b4f5-401eb9f875e1?utm_referrer=explore
Sales Executive (Bandung),Hyundai Gowa Jawa Barat,"Bandung Wetan, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/sales-executive-bandung/13993428-2d64-46fa-a330-e51cc3d96085?utm_referrer=explore
Asisten Kepala Produksi (Internship),PT Regon Makmur Sejahtera (Sablon Bogor),"Bogor Utara, Bogor, Jawa Barat, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Target Oriented,N/A,https://glints.com/id/opportunities/jobs/asisten-kepala-produksi-internship/f58807fa-13fc-4fca-837c-a0f985695a12?utm_referrer=explore
Junior Content Creator (Internship),PT Regon Makmur Sejahtera (Sablon Bogor),"Bogor Utara, Bogor, Jawa Barat, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Koordinasi Tim,N/A,https://glints.com/id/opportunities/jobs/junior-content-creator-internship/ae811300-6efa-4bf3-9ad1-4a4f31fa92eb?utm_referrer=explore
Content Creator,PT Gistex,"Margaasih, Bandung, Jawa Barat, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Forecasting,N/A,https://glints.com/id/opportunities/jobs/content-creator/af1876f9-e076-4c3c-8b64-0c9dacc81053?utm_referrer=explore
Japanese Tutor,PT Edigy Djaya Global,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Kontrak,Minimal Sarjana (S1),Kurang dari setahun,Kreatif Dan Inovatif,N/A,https://glints.com/id/opportunities/jobs/japanese-tutor/45a39aee-b07c-4700-968f-c04baed187ae?utm_referrer=explore
Host Live TikTok,SWA OFFICIAL,"Bekasi Utara, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Content Tiktok,N/A,https://glints.com/id/opportunities/jobs/host-live-tiktok/b95ed823-6c6e-41d0-8067-bfc5c8959d61?utm_referrer=explore
SALES EXECUTIVE,PT. HERROS NUSA DUA,"Cikarang Selatan, Bekasi, Jawa Barat, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Content Creator,N/A,https://glints.com/id/opportunities/jobs/sales-executive/e87fc4a5-07fc-4472-a31d-b52093f527e6?utm_referrer=explore
Mobile Developer (Paid - Internship),Synapsis.id,"Makasar, Jakarta Timur, DKI Jakarta, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Good Teaching Skill,N/A,https://glints.com/id/opportunities/jobs/mobile-developer-paid-internship/da8cf4d6-eab1-4ab0-b218-d6a1d5afa9c0?utm_referrer=explore
Internship Graphic Designer,Pt Cipta Harmoni Lestari,"Kelapa Dua, Tangerang, Banten, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,Hosting Skills,N/A,https://glints.com/id/opportunities/jobs/internship-graphic-designer/444f8200-f2b4-4784-9c6b-960f0424a850?utm_referrer=explore
Car Warehouse Staff Balikpapan,Pt Solusi Integrasi Pratama,"Balikpapan Selatan, Balikpapan, Kalimantan Timur, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Komunikatif,N/A,https://glints.com/id/opportunities/jobs/car-warehouse-staff-balikpapan/6cb49f6a-261b-4289-be7f-40d0566b4025?utm_referrer=explore
Frontliner,INDOCELL BALI,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Marketing,N/A,https://glints.com/id/opportunities/jobs/frontliner/3287d3ec-158f-480f-bd86-a65d56d91472?utm_referrer=explore
Finishing,Dot Printing Solution,"Pekalongan Barat, Pekalongan, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,BLoC State Management,N/A,https://glints.com/id/opportunities/jobs/finishing/6f77f2c4-34ea-4192-9c43-29b9dc72e3ef?utm_referrer=explore
Digital Content Creator Intern,Easybeaute,"Tangerang, Tangerang, Banten, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Adobe Photoshop,N/A,https://glints.com/id/opportunities/jobs/digital-content-creator-intern/a6c3f091-ea22-4d31-bb1d-a85eb20f9548?utm_referrer=explore
Operator R&D,PT. Biotis Pharmaceuticals Indonesia,"Bogor Utara, Bogor, Jawa Barat, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Warehouse Management System (WMS),N/A,https://glints.com/id/opportunities/jobs/operator-r-and-d/d4ddcf26-f37c-497a-aca8-3724c08776d7?utm_referrer=explore
Content Strategist Intern,Syaamil Group,"Kiaracondong, Bandung, Jawa Barat, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Berkomunikasi Dengan Baik,N/A,https://glints.com/id/opportunities/jobs/content-strategist-intern/f645d701-0d9a-400b-9d69-5d1db9429535?utm_referrer=explore
Sales Marketing,Zgar Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Good Attitude,N/A,https://glints.com/id/opportunities/jobs/sales-marketing/a709e1fa-a3e8-4a90-a1b7-65e4ae8e0ed8?utm_referrer=explore
English Tutor,Jolly Roger Education,"Tabanan, Tabanan, Bali, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Good Communication Skills,N/A,https://glints.com/id/opportunities/jobs/english-tutor/72dc5a4b-a1b9-40fd-8f12-1e2401e65e21?utm_referrer=explore
English Tutor,Jolly Roger Education,"Tabanan, Tabanan, Bali, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Photo & Video Editing,N/A,https://glints.com/id/opportunities/jobs/english-tutor/757cc924-4bd6-4b3c-b5c0-5d2fada0f91a?utm_referrer=explore
Sopir,PT.Midtou Bali,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memahami standar kebersihan,N/A,https://glints.com/id/opportunities/jobs/sopir/203c2d9c-0fec-405a-96af-d72666f0263a?utm_referrer=explore
Accounting & Sales Support,Algo Sea Biz,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Accounting,"Rp2,5jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/accounting-and-sales-support/b008fe24-74a2-4ab0-9541-9c5d05438d7d?utm_referrer=explore
Sopir Logistik,PT. Artha Kreasi Utama,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMP,Kurang dari setahun,Sales,Rp5jt-Rp5jt,https://glints.com/id/opportunities/jobs/sopir-logistik/0baf6a05-ab7f-4960-98e6-cfe80ae17931?utm_referrer=explore
Admin Gudang,Georgios Women,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Mengemudi mobil,"Rp4,5jt-Rp4,6jt",https://glints.com/id/opportunities/jobs/admin-gudang/65ccd8b5-e402-4d2b-8d64-c8959ba1552b?utm_referrer=explore
Problem Account (PA),PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Staff Gudang,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/problem-account-pa/cdc6c192-f746-46e3-87f9-5eeb89fba256?utm_referrer=explore
Sales Marketing,Japan Corner Gakkou (JCG Indonesia),"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,"	Jujur, teliti, dan rajin","Rp5jt-Rp6,5jt",https://glints.com/id/opportunities/jobs/sales-marketing/23161d12-80d0-412b-9d5e-9de73bc95d04?utm_referrer=explore
Credit Marketing Officer (CMO),PT. Sinar Mitra Sepadan Finance (SMS Finance Jakarta Utara),"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Problem Solving And Time Management,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/credit-marketing-officer-cmo/ae3628c6-a322-485f-b096-ffb6eea3036d?utm_referrer=explore
Product Designer,PT Jala Berikat Nusantara Perkasa (J-Forces),"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Negotiation,"Rp4,5jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/product-designer/9fefb572-e54f-411c-ad53-5f470055089c?utm_referrer=explore
Operator Quality Assurance Laboratorium,Pt. Mega Global Food Industry (kokola Group),"Driyorejo, Kab. Gresik, Jawa Timur, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Critical Thinking,Rp3jt-Rp9jt,https://glints.com/id/opportunities/jobs/operator-quality-assurance-laboratorium/98f5c0d5-a9a6-467b-9d4b-358a2703411a?utm_referrer=explore
Sales Jawa Tengah,Orang Tua Group,"Gajah Mungkur, Semarang, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Credit Review,"Rp4jt-Rp5,5jt",https://glints.com/id/opportunities/jobs/sales-jawa-tengah/c822a9c3-8cc2-405e-a1cf-317fe5eff432?utm_referrer=explore
Sales Jawa Barat Utara,Orang Tua Group,"Pekalipan, Cirebon, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Credit Marketing Officer,Rp5jt-Rp8jt,https://glints.com/id/opportunities/jobs/sales-jawa-barat-utara/26fc258f-6d61-4a10-ade6-12acb9c2ce36?utm_referrer=explore
Brand Promotor (Produk Alkohol),SIXperience Indonesia (PT. Jiwa Enam Semesta),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Rhinoceros,Rp4jt-Rp5jt,https://glints.com/id/opportunities/jobs/brand-promotor-produk-alkohol/cb75253a-238e-4c50-9ba9-845f8e0809e5?utm_referrer=explore
LOWONGAN GURU SD (ENGLISH MATH SCIENCE),AL-WILDAN ISLAMIC SCHOOL 4 JAKARTA SELATAN,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Design Product,N/A,https://glints.com/id/opportunities/jobs/lowongan-guru-sd-english-math-science/4e92428f-c0b2-4b16-ab32-f8c8c509d642?utm_referrer=explore
Student Consultant,Pt. Vic Indonesia,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Analisa kimia,N/A,https://glints.com/id/opportunities/jobs/student-consultant/7467dc78-0bb2-4580-824c-51d9de305cd5?utm_referrer=explore
Digital Marketing Strategist,RADIANCE ASAHI MAS,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Problem Solving,N/A,https://glints.com/id/opportunities/jobs/digital-marketing-strategist/066f43cd-3605-4625-82d1-4e52b9e8946f?utm_referrer=explore
Talent Host,Shuaiku Media,"Kalideres, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Work Under Pressure,N/A,https://glints.com/id/opportunities/jobs/talent-host/662f64f3-9ad9-4d13-b769-8de9dd94f7a8?utm_referrer=explore
Pramusaji (Daily Worker),NIRMALA HOTEL JIMBARAN,"Kuta, Kab. Badung, Bali, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Work Under Pressure,N/A,https://glints.com/id/opportunities/jobs/pramusaji-daily-worker/24cbaf97-17ff-4198-ae12-14994ff18136?utm_referrer=explore
Perawat home care,BIG Homecare,"Mojoroto, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Promotor,N/A,https://glints.com/id/opportunities/jobs/perawat-home-care/f2bfad2a-f8c0-4648-a81d-82a0371a1f48?utm_referrer=explore
Pet Sitter (Perawat Kucing / Anjing),Telogic LTD,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Harian,Minimal SMA/SMK,Kurang dari setahun,Sales Promotor,N/A,https://glints.com/id/opportunities/jobs/pet-sitter-perawat-kucing-anjing/6e6b206f-d09a-4bf1-b66d-29529811f5c0?utm_referrer=explore
Creative Marketing Trainee (Internship),Samadia Solution Group (PT Intermedia Kreasi Mandiri),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Bahasa Inggris Aktif,N/A,https://glints.com/id/opportunities/jobs/creative-marketing-trainee-internship/06384b83-d8b1-4ad0-95a6-fbd23ceae4df?utm_referrer=explore
Sales & Promotion Trainee (Internship),Samadia Solution Group (PT Intermedia Kreasi Mandiri),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Interpersonal Skills,N/A,https://glints.com/id/opportunities/jobs/sales-and-promotion-trainee-internship/2a895b4d-8eba-49ce-b498-638bb5ab3a76?utm_referrer=explore
Management Trainee (Internship),Samadia Solution Group (PT Intermedia Kreasi Mandiri),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Affiliate Marketing,N/A,https://glints.com/id/opportunities/jobs/management-trainee-internship/6024a424-f2ce-4882-b024-7d7fda07176c?utm_referrer=explore
Internship Program - Product Specialist,Wealth International Network,"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Magang,Minimal Diploma (D1 - D4),Kurang dari setahun,"Host live streaming, tiktok host",N/A,https://glints.com/id/opportunities/jobs/internship-program-product-specialist/9f781573-89cd-45f3-95f0-30e515652c63?utm_referrer=explore
Sales & Promotion,Samadia Solution Group (PT Intermedia Kreasi Mandiri),"Kebayoran Lama, Jakarta Selatan, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Pelayanan pelanggan,N/A,https://glints.com/id/opportunities/jobs/sales-and-promotion/1f59f135-7853-4d3e-9a3a-afed9aaf4b49?utm_referrer=explore
Creative Designer (Internship),PT Homeco Victoria Makmur,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Tindakan keperawatan,N/A,https://glints.com/id/opportunities/jobs/creative-designer-internship/55ddaf24-53ab-4f6d-8f41-479f1c490f21?utm_referrer=explore
Mandarin Speaker,PT Anugrah Konsultasi Bisnis Indonesia,"Pal Merah, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,"Bertanggungjawab , Jujur dan Dis",N/A,https://glints.com/id/opportunities/jobs/mandarin-speaker/e13649fc-5fd6-4b9a-8584-ff2bb5202133?utm_referrer=explore
Pengajar Bahasa Jepang,Lpk Wiwitan Baru,"Sukaraja, Sukabumi, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Marketing,N/A,https://glints.com/id/opportunities/jobs/pengajar-bahasa-jepang/5011a819-5d03-4cb7-bfdc-2e262fe6904e?utm_referrer=explore
Creative Marketing Officer,SS Group,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Sarjana (S1),Kurang dari setahun,Creative Marketing,N/A,https://glints.com/id/opportunities/jobs/creative-marketing-officer/9bc8502b-ef08-4561-ba90-8d5dc1648d27?utm_referrer=explore
Host Live Streaming,PT Mimi Global Asia,"Tangerang, Tangerang, Banten, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Sales Promotion,N/A,https://glints.com/id/opportunities/jobs/host-live-streaming/07ef4982-6be5-4ecc-a559-24f1525e5539?utm_referrer=explore
BA Somethinc Tabanan,Somethinc,"Tabanan, Kab. Tabanan, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Training,N/A,https://glints.com/id/opportunities/jobs/ba-somethinc-tabanan/fa33b080-4cd6-4cfc-8b6c-e3cede1cb75b?utm_referrer=explore
BA For Somethinc,Somethinc,"Denpasar Barat, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Management Trainee,N/A,https://glints.com/id/opportunities/jobs/ba-for-somethinc/0604a737-a456-4154-aec4-55de67d75d64?utm_referrer=explore
Marketing Dealer / Sales Dealer,PT Panca Wisesa Adhika,"Gambir, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Sales Marketing,"Rp3,5jt-Rp4,5jt",https://glints.com/id/opportunities/jobs/marketing-dealer-sales-dealer/01943cc8-bfa6-42e5-87c5-13f9f07d1289?utm_referrer=explore
SPG/SPB,PT. Tripacific Electrindo,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Kontrak,Minimal SMA/SMK,Kurang dari setahun,Penjualan Dan Pemasaran,"Rp2,8jt-Rp3,2jt",https://glints.com/id/opportunities/jobs/spg-spb/1cdd70d2-0fdd-49ab-888c-596e08ebfc1c?utm_referrer=explore
Business Development Internship,PT.LEGALKU DIGITAL TEKNOLOGI,"Gubeng, Surabaya, Jawa Timur, Indonesia",Magang,Minimal Sarjana (S1),Kurang dari setahun,Microsoft Office,Rp3jt-Rp3jt,https://glints.com/id/opportunities/jobs/business-development-internship/6cd668f8-984b-4521-9cd2-ba49a937b833?utm_referrer=explore
Marketing Assistant,Irene Danielle,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Marketing,"Rp3,1jt",https://glints.com/id/opportunities/jobs/marketing-assistant/34a87f1f-e2b8-4ebb-9f63-fece8be93104?utm_referrer=explore
Sales,Dikara Diamond,"Dukuh Pakis, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Minimal Diploma (D1 - D4),Kurang dari setahun,Bertanggung Jawab,"Rp2,3jt-Rp3,5jt",https://glints.com/id/opportunities/jobs/sales/e2c061cd-61c5-4ec9-96b8-18b1dd4427c1?utm_referrer=explore
Kurir,Haksama Multi Versa,"Jebres, Surakarta, Jawa Tengah, Indonesia",Penuh Waktu,Minimal SD,Kurang dari setahun,Content Marketing,Rp2jt,https://glints.com/id/opportunities/jobs/kurir/07ab9c17-c700-40f8-913b-0d309ccbaaed?utm_referrer=explore
SOZO - Beauty Consultant (Bogor),SOZO Skin Clinic / PT Pohon Biru Jaya,"Bogor Timur, Bogor, Jawa Barat, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,Memiliki Sepeda Motor,N/A,https://glints.com/id/opportunities/jobs/sozo-beauty-consultant-bogor/c0cb48f2-cf6a-4267-a111-da59bfdefcbb?utm_referrer=explore
Mobile Developer,Kawan Kerja,"Bandung Wetan, Bandung, Jawa Barat, Indonesia",Magang,Minimal SMA/SMK,Kurang dari setahun,Solution Selling,N/A,https://glints.com/id/opportunities/jobs/mobile-developer/18ec70b5-2b97-4dd1-862a-b387098bbcf9?utm_referrer=explore
Staff Gudang,YUMICO,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Minimal SMA/SMK,Kurang dari setahun,React Native,N/A,https://glints.com/id/opportunities/jobs/staff-gudang/4f463c3f-69df-4b37-95dc-d0a6864cf972?utm_referrer=explore
