id,Job_title,Company,Category,Location,Work_type,Working_type,Salary,Experience,Skills,Study_requirement,Desc,Link
gl102,Posisi Bidang Kesehatan Lainnya,PT Medifa Infoyasa Suryantara,Quality Assurance,"Jatinegara, Jakarta Timur, DKI Jakarta, Indonesia",Magang,Tidak ditampilkan,"Rp1,5jt",Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Provide feedback to ensure we deliver a delightful experience to users by reviewing product requirements and designing prototype, Collaborate with product, design, and engineering team to create detailed, comprehensive, and well-structured test plans and test cases, Estimate, prioritize, plan and coordinate testing activities, Design, develop and integrate automation testing with our platform, Response, identify, record, document thoroughly and track bugs, Maintain the communication between user and engineer, Doing troubleshooting for SOP (Standard Operating Procedure) issues, Doing troubleshooting for an error",https://glints.com/id/opportunities/jobs/posisi-bidang-kesehatan-lainnya/df36b0de-f2cb-4320-b5c1-f48af75267af?utm_referrer=explore
gl103,Management Trainee Bangkalan,Ayo Cerdas Indonesia - Gresik,Cepat Belajar Dan Mampu Menyesuaikan Diri Dengan Baik,"Bangkalan, Bangkalan, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Usia maksimal 30 tahun, Pendidikan minimal S1, Muslim/Muslimah, Disiplin dan bisa bekerja secara team, Mempunyai kendaraan pribadi, Memahami dunia anak, Berdomisili di Bangkalan",https://glints.com/id/opportunities/jobs/management-trainee-bangkalan/aea8fd27-8f4c-40fb-a49a-c9a3d565aa47?utm_referrer=explore
gl105,Creator Live Intern,PT. DIGITAL BISNIS KREATIF,Livestreaming,"Lowokwaru, Malang, Jawa Timur, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Good Communication, Livestreaming, Self Confidence",SMA/SMK,"Bekerja sama dengan tim Sosial Media untuk mempersiapkan materi promosi., Menulis, meninjau, mengedit, dan membuat konten untuk platform yang digunakan perusahaan untuk marketing., Melakukan riset dan interview untuk mempelajari tren terkini serta dalam pengembangan konten., Sebagai wajah sebuah brand (talent) untuk mempromosikan produk/layanan melalui layanan livestreaming., Bersifat unpaid dengan durasi magang selama 4 bulan.",https://glints.com/id/opportunities/jobs/creator-live-intern/cb8776d7-80bd-4448-8b90-32e3312aac28?utm_referrer=explore
gl106,Video Editor Intern,PT. DIGITAL BISNIS KREATIF,Voice Processing,"Lowokwaru, Malang, Jawa Timur, Indonesia",Magang,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Video Editing, Copywriting, Videography, Voice Processing",Sarjana (S1),"Menggabungkan video atau menyatukan beberapa adegan untuk menjadi satu kesatuan yang selaras hingga terbentuk suatu cerita., Memfilter video dengan memilih gambar yang penting untuk ditampilkan dan memberikan efek serta memanipulasi grafik agar meningkatkan tampilan video., Mengolah suara yang muncul saat proses pengambilan gambar atau menambah suara tambahan yang diperlukan untuk memperkuat suasana video seperti tambahan musik atau sound effect., Membuat title atau judul video yang berisikan informasi mengenai materi dalam video., Bersifat unpaid dengan durasi magang selama 4 bulan.",https://glints.com/id/opportunities/jobs/video-editor-intern/6254e1db-18da-4f7c-ba67-851058c2d7a6?utm_referrer=explore
gl108,Pramusaji,Vittoria Italian Bistro,Melayani Pelanggan,"Kuta, Badung, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menyapa dan melayani pelanggan di kafe atau restoran, Mengkonfirmasi item makanan sesuai dengan pesanan pelanggan, Mengantar pesanan makanan ke meja pelanggan, Mematuhi kebijakan, keamanan, dan kepuasan pelanggan, Memberikan tagihan dan memproses pembayaran",https://glints.com/id/opportunities/jobs/pramusaji/98fa4948-f71b-4a1a-a0e9-275341e727a3?utm_referrer=explore
gl111,Pengiklan Meta Ads dan Tiktok Ads,AVERO INDONESIA,TikTok Ads Manager,"Kenjeran, Surabaya, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,"Rp2,5jt-Rp4,5jt",Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Menjalankan iklan di sosial media atau marketplace, Melakukan tes iklan guna menemukan iklan yang bagus untuk penjualan, Melakukan tes iklan & optimasi untuk terus meningkatkan performa penjualan, Memberikan ide, mengesekusi ide & mengkoordinasikan ide dengan divisi lain untuk mendapatkan target yang sudah di tentukan., Report dan Membantu team mengumpulkan data dan mengolah data tersebut menjadi keputusan., Menjalankan iklan yang sudah disepakati bersama dalam team, dan menyiapkan laporan untuk diskusi untuk mengoptimalkannya kembali.",https://glints.com/id/opportunities/jobs/pengiklan-meta-ads-dan-tiktok-ads/2cb7fa92-a62d-4619-a0d5-d2f86005fd57?utm_referrer=explore
gl116,Sales Merchant QRIS,PT PRIMA FAJAR CAHAYA SURYA,Sales Marketing,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp1jt-Rp5jt,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melakukan akuisisi/canvasing UMKM, Memastikan proses akuisisi lolos hingga approve PTEN, Melakukan delivery QRIS & testing transaksi di toko",https://glints.com/id/opportunities/jobs/sales-merchant-qris/f9f25558-c6f8-4639-9461-16226874b5e3?utm_referrer=explore
gl117,Staff Operasional Sales,Esence health,Semangat yang tinggi,"Cilodong, Depok, Jawa Barat, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp2jt-Rp12jt,Kurang dari setahun,Tidak ditampilkan,SMP,"Mencari peluang penjualan dan menjalin jaringan dengan calon pelanggan, Melakukan tindak lanjut terhadap prospek pemasaran dan mengamankan peluang penjualan potensial., Memahami kebutuhan dan tujuan klien dan memberikan solusi yang layak, Menyiapkan presentasi, proposal, dan penawaran untuk pelanggan, Meninjau secara mingguan dan menyiapkan laporan internal dan eksternal tentang status penjualan",https://glints.com/id/opportunities/jobs/staff-operasional-sales/5c5d2875-f9bc-457f-9d63-c144db3037da?utm_referrer=explore
gl121,Security & Satpam,Global Mental Care,"Bertanggungjawab , Jujur dan Dis","Purwodadi, Pasuruan, Jawa Timur, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Bertanggungjawab , Jujur dan Dis, Security, Keamanan",SMA/SMK,"Melakukan patroli rutin di area perusahaan untuk menjaga keamanan., Mengontrol akses masuk dan keluar karyawan, pengunjung, dan kendaraan., Menangani situasi keamanan seperti pencurian, tindakan vandalisme, atau insiden keamanan lainnya., Menanggapi panggilan keamanan dan melaporkan insiden yang terjadi kepada manajemen., Sertifikat pelatihan keamanan (yang valid).",https://glints.com/id/opportunities/jobs/security-and-satpam/57a44903-2440-4384-a136-a11ba15ddf0e?utm_referrer=explore
gl122,Security & Satpam,Global Mental Care,"Bertanggungjawab , Jujur dan Dis","Landasan Ulin, Banjar Baru, Kalimantan Selatan, Indonesia",Kontrak,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Melakukan patroli rutin di area perusahaan untuk menjaga keamanan., Mengontrol akses masuk dan keluar karyawan, pengunjung, dan kendaraan., Menangani situasi keamanan seperti pencurian, tindakan vandalisme, atau insiden keamanan lainnya., Menanggapi panggilan keamanan dan melaporkan insiden yang terjadi kepada manajemen., Sertifikat pelatihan keamanan (yang valid).",https://glints.com/id/opportunities/jobs/security-and-satpam/1a2aba3a-e7d1-4e45-a7ba-3ba38e1c3f59?utm_referrer=explore
gl123,Account Executive,Maxilum,Account Executive,"Kosambi, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Memiliki Sim A Dan Sim C, Account Executive, Can Work Underpressure",SMA/SMK,"Man & Woman, SMA/SMK/S1 All Majors (fresh graduates are welcome), Able to use standard computer application (Ms.office standard), Has high integrity, target oriented & customer oriented, Capable to work underpressure, Have your own vechile, sim A or C, Able to carry the company brand with a standard attitude & service, Willing to travel",https://glints.com/id/opportunities/jobs/account-executive/7540b46f-40b5-4f97-8c08-660da8cb3f2a?utm_referrer=explore
gl125,Direct Marketing & Sales,PT Salesworks Group Indonesia,Confident,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Team Work, Negotiation Skill, Confident, Direct Sales, Sales Presentations, Good Communication Skills, Sales Target Oriented",Sarjana (S1),"Weekly cash bonuses, Traing and coaching provided, Fast career progression, Great environment, Travel and networking opportunities",https://glints.com/id/opportunities/jobs/direct-marketing-and-sales/08f33c34-9adb-4f19-a86c-d1ec7d890df2?utm_referrer=explore
gl129,Tutor PAUD Kujangsari Bandung Kidul dan sekitarnya,Rahmashaff Privat,Pendidikan minimal s1 PAUD,"Bandung Kidul, Bandung, Jawa Barat, Indonesia",Paruh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,Sarjana (S1),"Mahasiswa/alumni jurusan PGPAUD atau yang berpengalaman mengajar siswa PAUD;, Berdomisili dekat dengan Jl. Buana Sari II, Kujangsari, Bandung Kidul untuk meminimalisir keterlambatan dan meringankan ongkos;, Siap mengajar setiap Rabu dan Kamis pukul 10.00 s.d. 10.45 WIB;, Mampu mengajar calistung dan materi umum persiapan masuk SD dengan craft (biaya craft tidak termasuk fee);, Paham bahasa Inggris untuk pemula guna menyesuaikan komunikasi dengan siswa; dan, Terima fee Rp 118.000 / bulan (8 pertemuan), apabila pengajaran bagus kemungkinan dapat mengajar lebih dari 8 pertemuan sesuai permintaan orang.",https://glints.com/id/opportunities/jobs/tutor-paud-kujangsari-bandung-kidul-dan-sekitarnya/5ad34b0b-cf24-4c43-971e-7a9bdcbb9379?utm_referrer=explore
gl133,Sales Engineer,PT Indobara Bahana,Fluent In English Both Oral And Written,"Kemayoran, Jakarta Pusat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Memiliki Sim A Dan Sim C, Electrical Engineering, Fluent In English Both Oral And Written",Sarjana (S1),"Bachelor Degree Electrical, Mechanical and Industrial Engineering, Having experience min 1 year as Sales Engineer with exposure in EPC Industry would be an advantage, Freshgraduated are welcome, Having a good communication and presentation skill, Fluent in English both oral and written, Having a driving license (A & C), Willing to be placed outside the city",https://glints.com/id/opportunities/jobs/sales-engineer/3a56dcd2-ff5f-4244-a3df-01439b222a13?utm_referrer=explore
gl134,Creative Social Media (Video & Photo Editor),QR CAFE & RESTO,Photo & Video Editing,"Denpasar Timur, Denpasar, Bali, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Photo & Video Editing, Photography, Videography",SMA/SMK,"Membuat konten Video/Photo untuk restoran bersama tim marketing., Paham menggunakan kamera DSLR dan Mirrorless., Mampu edit video dan gambar., Kreative dan cmemiliki sense/selera editing yang baik.",https://glints.com/id/opportunities/jobs/creative-social-media-video-and-photo-editor/9b4a3acf-3388-4010-bb5d-6cc3f847f55d?utm_referrer=explore
gl135,Accounting / TAX,Maxilum,Tax Law,"Kosambi, Tangerang, Banten, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,"Tax Reporting, Tax Law, Tax Planning",SMA/SMK,"Man & Woman, SMA/SMK/ST Accounting, Finance (fresh graduate are welcome), Able to use accounting software:, Excel, financial management software, and tax software., Proficiency in accounting principles, financial reporting, financial statement analysis, and understanding of accounting, Knowledge of tax regulations, tax planning skills, tax reporting, and an understanding of applicable tax laws., Able to carry the company brand, with a standard attitude & service, Have Integrity, honesty, thoroughness, Man & Woman, SMA/SMK/ST Accounting, Finance (fresh graduate are welcome), Able to use accounting software : Excel, financial management software, and tax software., Proficiency in accounting principles, financial reporting, financial statement analysis, and understanding of accounting, Knowledge of tax regulations, tax planning skills, tax reporting, and an understanding of applicable tax laws., Able to carry the company brand with a standard attitude & service, Have Integrity, honesty, thoroughness",https://glints.com/id/opportunities/jobs/accounting-tax/a3274f66-2d78-4282-ad1e-4df561c24f8c?utm_referrer=explore
gl136,Sales Executive & Sales Counter,Honda Megatama Kapuk,SALES OTOMOTIF,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Penuh Waktu,Tidak ditampilkan,Rp2jt-Rp5jt,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Pria/ Wanita, Usia Max 29 Tahun, Pendidikan Minimal SMA/SMK/D3/S1, Berorientasi pada pencapaian target, Menyukai pekerjaan lapangan, Pengalaman dibidang Marketing diutamakan, Memiliki Motor & Sim C",https://glints.com/id/opportunities/jobs/sales-executive-and-sales-counter/55ae41e8-6e50-4e66-ad8d-b990852de0f5?utm_referrer=explore
gl140,Sales Consultant (Kediri),PT Dinamika Agung Jawa Timur,Familiar Dengan Gadget,"Kediri Kota, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-laki, Usia Maksimal 30  th, Pendidikan min. SMA/sederajat, Terbiasa dengan gadget, Memiliki kemampuan interpersonal yang baik, Bisa bekerja secara team, Berpenampilan menarik, rapi, Diutamakan Memiliki Pengalaman di dunia Gadget",https://glints.com/id/opportunities/jobs/sales-consultant-kediri/55b63b85-f68d-4dbb-8af9-87f13b72ed36?utm_referrer=explore
gl141,Sales Consultant (Madiun),PT Dinamika Agung Jawa Timur,Familiar Dengan Gadget,"Manguharjo, Madiun, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-laki, Usia Maksimal 30  th, Pendidikan min. SMA/sederajat, Terbiasa dengan gadget, Memiliki kemampuan interpersonal yang baik, Bisa bekerja secara team, Berpenampilan menarik, rapi, Diutamakan Memiliki Pengalaman di dunia Gadget",https://glints.com/id/opportunities/jobs/sales-consultant-madiun/e84bf26d-f9ae-4a08-b164-faac981bde4a?utm_referrer=explore
gl142,Sales Consultant (Malang),PT Dinamika Agung Jawa Timur,Familiar Dengan Gadget,"Kediri Kota, Kediri, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-laki, Usia Maksimal 30  th, Pendidikan min. SMA/sederajat, Terbiasa dengan gadget, Memiliki kemampuan interpersonal yang baik, Bisa bekerja secara team, Berpenampilan menarik, rapi, Diutamakan Memiliki Pengalaman di dunia Gadget",https://glints.com/id/opportunities/jobs/sales-consultant-malang/0b4028fc-efd1-4b16-9d47-bab5a394b6c1?utm_referrer=explore
gl143,Sales Consultant (Malang),PT Dinamika Agung Jawa Timur,Familiar Dengan Gadget,"Lowokwaru, Malang, Jawa Timur, Indonesia",Penuh Waktu,Tidak ditampilkan,Tidak ditampilkan,Kurang dari setahun,Tidak ditampilkan,SMA/SMK,"Laki-laki, Usia Maksimal 30  th, Pendidikan min. SMA/sederajat, Terbiasa dengan gadget, Memiliki kemampuan interpersonal yang baik, Bisa bekerja secara team, Berpenampilan menarik, rapi, Diutamakan Memiliki Pengalaman di dunia Gadget",https://glints.com/id/opportunities/jobs/sales-consultant-malang/df22090e-7b23-4a3e-a5f2-d78489f29a85?utm_referrer=explore
